age,female,level,field1,field2,weight
21,0,1,2102,5007,135
21,0,1,2102,,4030
21,0,1,2105,,78
21,0,1,2106,2107,86
21,0,1,2106,,159
21,0,1,2107,,50
21,0,1,2201,4002,124
21,0,1,2300,,208
21,0,1,2304,,348
21,0,1,2305,,275
21,0,1,2306,4101,106
21,0,1,2306,,193
21,0,1,2309,,71
21,0,1,2314,6002,188
21,0,1,2314,,409
21,0,1,2400,,1416
21,0,1,2401,,636
21,0,1,2402,,277
21,0,1,2404,,100
21,0,1,2405,2499,27
21,0,1,2405,,174
21,0,1,2406,2410,27
21,0,1,2406,,720
21,0,1,2407,2502,235
21,0,1,2407,,1303
21,0,1,2408,,1187
21,0,1,2411,,72
21,0,1,2412,,188
21,0,1,2414,,2141
21,0,1,2417,,124
21,0,1,2419,,83
21,0,1,2499,2502,181
21,0,1,2499,,151
21,0,1,2503,,51
21,0,1,2599,,92
21,0,1,2601,2603,80
21,0,1,2601,,80
21,0,1,2603,,65
21,0,1,2901,,191
21,0,1,3301,4901,88
21,0,1,3301,5505,61
21,0,1,3301,,303
21,0,1,3401,,421
21,0,1,3600,3700,97
21,0,1,3600,5003,348
21,0,1,3600,5200,148
21,0,1,3600,6106,55
21,0,1,3600,,3353
21,0,1,3601,4801,181
21,0,1,3601,,323
21,0,1,3603,,192
21,0,1,3611,,228
21,0,1,3700,5501,128
21,0,1,3700,6207,121
21,0,1,3700,,1417
21,0,1,3701,,154
21,0,1,3702,,106
21,0,1,4001,,156
21,0,1,4002,,35
21,0,1,4006,,93
21,0,1,4101,6200,153
21,0,1,4101,,867
21,0,1,4801,5504,153
21,0,1,4801,5506,411
21,0,1,4801,,387
21,0,1,4901,,725
21,0,1,5003,,929
21,0,1,5004,5005,88
21,0,1,5004,,81
21,0,1,5007,,377
21,0,1,5008,,93
21,0,1,5098,,815
21,0,1,5200,5506,183
21,0,1,5200,,1627
21,0,1,5301,5505,90
21,0,1,5301,,2316
21,0,1,5404,,139
21,0,1,5500,,36
21,0,1,5501,5506,104
21,0,1,5501,6207,311
21,0,1,5501,,1473
21,0,1,5502,,153
21,0,1,5503,,188
21,0,1,5504,,260
21,0,1,5505,,400
21,0,1,5506,,1614
21,0,1,5507,,136
21,0,1,5901,6203,33
21,0,1,5901,,477
21,0,1,6000,,444
21,0,1,6001,,313
21,0,1,6002,6200,571
21,0,1,6002,6299,55
21,0,1,6002,,439
21,0,1,6003,,51
21,0,1,6004,,570
21,0,1,6005,,477
21,0,1,6099,,150
21,0,1,6100,6108,228
21,0,1,6100,,230
21,0,1,6103,,39
21,0,1,6104,,75
21,0,1,6106,,76
21,0,1,6107,,176
21,0,1,6109,,69
21,0,1,6110,,115
21,0,1,6200,6207,51
21,0,1,6200,,3777
21,0,1,6201,6203,66
21,0,1,6201,,1241
21,0,1,6203,6206,491
21,0,1,6203,6209,436
21,0,1,6203,,3207
21,0,1,6206,,924
21,0,1,6207,,2131
21,0,1,6209,,63
21,0,1,6210,,4
21,0,1,6211,,523
21,0,1,6212,,93
21,0,1,6299,,182
21,0,1,6402,,305
21,0,2,2400,,167
21,0,2,2402,,94
21,0,2,2405,,361
21,0,2,2412,,163
21,0,2,2414,,338
21,0,2,2602,,129
21,0,2,2603,,72
21,0,2,3700,,80
21,0,2,5098,,233
21,0,2,5200,,117
21,0,2,5203,,22
21,0,2,5301,,156
21,0,2,5501,,172
21,0,2,5504,,134
21,0,2,6002,,114
21,0,2,6106,,27
21,0,2,6200,,68
21,0,2,6201,,206
21,0,2,6203,,90
21,0,2,6207,,85
21,0,3,1100,,118
21,0,3,1101,,89
21,0,3,2102,,171
21,0,3,2309,,89
21,0,3,3603,,29
21,0,3,4801,,48
21,0,3,5506,,93
21,0,3,5507,,129
21,1,0,,,2054618
21,1,1,1100,,209
21,1,1,1101,,56
21,1,1,1103,6199,265
21,1,1,1103,,200
21,1,1,1105,3605,36
21,1,1,1105,6004,304
21,1,1,1105,,131
21,1,1,1301,2901,161
21,1,1,1301,5402,172
21,1,1,1301,,624
21,1,1,1303,5504,69
21,1,1,1401,6002,272
21,1,1,1401,,34
21,1,1,1501,4001,82
21,1,1,1501,,186
21,1,1,1901,1903,115
21,1,1,1901,1904,263
21,1,1,1901,2001,98
21,1,1,1901,2602,73
21,1,1,1901,3301,175
21,1,1,1901,5506,67
21,1,1,1901,6299,85
21,1,1,1901,,3219
21,1,1,1902,1904,56
21,1,1,1902,3301,121
21,1,1,1902,,1047
21,1,1,1903,1904,57
21,1,1,1903,2105,148
21,1,1,1903,6004,132
21,1,1,1903,6005,74
21,1,1,1903,,83
21,1,1,1904,,406
21,1,1,2001,,420
21,1,1,2100,6206,165
21,1,1,2100,,176
21,1,1,2102,2408,72
21,1,1,2102,3700,270
21,1,1,2102,3702,63
21,1,1,2102,4006,126
21,1,1,2102,,698
21,1,1,2105,,383
21,1,1,2106,2400,74
21,1,1,2106,4901,63
21,1,1,2106,,229
21,1,1,2201,6211,89
21,1,1,2201,,519
21,1,1,2300,2310,96
21,1,1,2300,6007,106
21,1,1,2300,,1517
21,1,1,2304,2310,244
21,1,1,2304,,1568
21,1,1,2305,,549
21,1,1,2306,,74
21,1,1,2307,6103,126
21,1,1,2307,,230
21,1,1,2308,,91
21,1,1,2309,,131
21,1,1,2310,,129
21,1,1,2311,,58
21,1,1,2312,,141
21,1,1,2314,,205
21,1,1,2399,,49
21,1,1,2400,,937
21,1,1,2402,,82
21,1,1,2404,,226
21,1,1,2405,,426
21,1,1,2406,2410,44
21,1,1,2406,,203
21,1,1,2407,,1236
21,1,1,2408,,116
21,1,1,2410,,246
21,1,1,2412,,240
21,1,1,2500,,139
21,1,1,2599,,336
21,1,1,2601,,188
21,1,1,2602,3301,101
21,1,1,2602,4001,104
21,1,1,2602,5501,58
21,1,1,2602,6107,67
21,1,1,2602,,150
21,1,1,2901,5200,142
21,1,1,2901,5500,86
21,1,1,2901,5507,85
21,1,1,2901,6100,152
21,1,1,2901,,1588
21,1,1,3202,5506,117
21,1,1,3301,3302,176
21,1,1,3301,5200,54
21,1,1,3301,6006,158
21,1,1,3301,6107,59
21,1,1,3301,,1866
21,1,1,3401,,1111
21,1,1,3402,4801,101
21,1,1,3402,,178
21,1,1,3600,3611,175
21,1,1,3600,5004,180
21,1,1,3600,6104,37
21,1,1,3600,,6201
21,1,1,3601,3603,466
21,1,1,3601,,780
21,1,1,3603,,268
21,1,1,3604,3699,272
21,1,1,3604,,181
21,1,1,3606,,138
21,1,1,3608,,258
21,1,1,3609,,40
21,1,1,3611,5506,20
21,1,1,3611,6110,106
21,1,1,3611,,64
21,1,1,3699,,199
21,1,1,3700,,914
21,1,1,3701,,50
21,1,1,3702,6003,69
21,1,1,3702,,217
21,1,1,4000,,447
21,1,1,4001,,23
21,1,1,4002,4101,53
21,1,1,4002,,204
21,1,1,4007,,335
21,1,1,4101,6100,361
21,1,1,4101,6206,60
21,1,1,4101,,1099
21,1,1,4801,5200,62
21,1,1,4801,5502,76
21,1,1,4801,5506,82
21,1,1,4801,,21
21,1,1,4901,5200,33
21,1,1,4901,,338
21,1,1,5002,,243
21,1,1,5003,,1032
21,1,1,5006,,145
21,1,1,5007,,210
21,1,1,5008,,71
21,1,1,5098,6100,114
21,1,1,5098,,957
21,1,1,5200,5301,80
21,1,1,5200,5501,144
21,1,1,5200,5503,162
21,1,1,5200,6100,56
21,1,1,5200,,7421
21,1,1,5299,6007,85
21,1,1,5299,,434
21,1,1,5301,5503,82
21,1,1,5301,5506,97
21,1,1,5301,,1046
21,1,1,5402,5506,76
21,1,1,5402,5507,46
21,1,1,5403,,214
21,1,1,5404,,1785
21,1,1,5500,,98
21,1,1,5501,5505,185
21,1,1,5501,6200,176
21,1,1,5501,6205,15
21,1,1,5501,6299,343
21,1,1,5501,,1892
21,1,1,5502,,1048
21,1,1,5503,,266
21,1,1,5504,,114
21,1,1,5505,5506,453
21,1,1,5505,,750
21,1,1,5506,,2606
21,1,1,5507,,1051
21,1,1,6000,,840
21,1,1,6001,,862
21,1,1,6002,6200,57
21,1,1,6002,,405
21,1,1,6003,6004,340
21,1,1,6003,6007,107
21,1,1,6003,6099,177
21,1,1,6004,,1366
21,1,1,6005,,313
21,1,1,6007,,161
21,1,1,6099,6211,131
21,1,1,6100,6109,92
21,1,1,6100,,699
21,1,1,6102,,553
21,1,1,6103,,973
21,1,1,6106,,1189
21,1,1,6107,,6528
21,1,1,6108,,112
21,1,1,6109,,1276
21,1,1,6110,,626
21,1,1,6200,,1321
21,1,1,6201,6203,39
21,1,1,6201,6207,191
21,1,1,6201,,1691
21,1,1,6203,6209,34
21,1,1,6203,,4949
21,1,1,6204,6207,148
21,1,1,6204,,236
21,1,1,6206,6207,153
21,1,1,6206,6210,101
21,1,1,6206,6299,157
21,1,1,6206,,3214
21,1,1,6207,,914
21,1,1,6209,,53
21,1,1,6211,,1398
21,1,1,6212,,257
21,1,1,6299,,86
21,1,1,6402,,1445
21,1,2,1105,,44
21,1,2,1901,,82
21,1,2,1902,2602,42
21,1,2,2102,,33
21,1,2,2201,,225
21,1,2,2300,,265
21,1,2,2304,,77
21,1,2,2310,,59
21,1,2,2311,,39
21,1,2,2499,,44
21,1,2,2901,,181
21,1,2,3600,6110,92
21,1,2,3600,,460
21,1,2,3604,,55
21,1,2,3699,5003,56
21,1,2,3699,,35
21,1,2,3700,,176
21,1,2,4001,6210,91
21,1,2,4001,,127
21,1,2,4101,,99
21,1,2,4801,,20
21,1,2,5098,,64
21,1,2,5200,,45
21,1,2,5403,6109,84
21,1,2,5404,,111
21,1,2,5503,,43
21,1,2,5506,,350
21,1,2,6006,,61
21,1,2,6107,,199
21,1,2,6108,,346
21,1,2,6199,,13
21,1,2,6200,6203,13
21,1,2,6200,,139
21,1,2,6201,,122
21,1,2,6207,,189
21,1,3,3600,,66
21,1,3,3700,,75
21,1,3,3701,5003,25
21,1,3,5200,,196
21,1,3,5203,,70
21,1,3,5501,5506,97
21,1,3,5502,5507,168
21,1,3,6107,,181
21,1,3,6402,,5
22,0,0,,,2019445
22,0,1,1100,2901,88
22,0,1,1100,,783
22,0,1,1101,,873
22,0,1,1103,6199,104
22,0,1,1103,,225
22,0,1,1104,,251
22,0,1,1105,1106,38
22,0,1,1105,,1029
22,0,1,1301,2405,191
22,0,1,1301,5004,5
22,0,1,1301,5502,177
22,0,1,1301,5506,166
22,0,1,1301,,1671
22,0,1,1302,3604,300
22,0,1,1302,,621
22,0,1,1303,5505,285
22,0,1,1303,,310
22,0,1,1401,,2014
22,0,1,1501,1902,60
22,0,1,1501,3700,147
22,0,1,1501,5506,116
22,0,1,1501,5507,39
22,0,1,1501,6402,186
22,0,1,1501,,310
22,0,1,1901,1902,198
22,0,1,1901,1903,872
22,0,1,1901,1904,382
22,0,1,1901,3301,415
22,0,1,1901,3302,29
22,0,1,1901,4101,90
22,0,1,1901,5501,154
22,0,1,1901,6005,58
22,0,1,1901,6200,202
22,0,1,1901,6206,99
22,0,1,1901,6402,280
22,0,1,1901,,5935
22,0,1,1902,1903,278
22,0,1,1902,1904,93
22,0,1,1902,6206,107
22,0,1,1902,,1378
22,0,1,1903,2001,388
22,0,1,1903,2400,51
22,0,1,1903,,2229
22,0,1,1904,2602,116
22,0,1,1904,5701,83
22,0,1,1904,6206,405
22,0,1,1904,,473
22,0,1,2001,2500,175
22,0,1,2001,6005,316
22,0,1,2001,,994
22,0,1,2100,2102,51
22,0,1,2100,5301,124
22,0,1,2100,6203,36
22,0,1,2100,,3825
22,0,1,2101,,165
22,0,1,2102,2106,72
22,0,1,2102,2400,58
22,0,1,2102,2408,434
22,0,1,2102,2413,125
22,0,1,2102,2601,106
22,0,1,2102,2603,157
22,0,1,2102,3700,224
22,0,1,2102,3701,254
22,0,1,2102,4006,65
22,0,1,2102,4801,62
22,0,1,2102,5007,157
22,0,1,2102,5501,48
22,0,1,2102,5506,44
22,0,1,2102,6000,18
22,0,1,2102,6002,118
22,0,1,2102,6200,68
22,0,1,2102,6207,61
22,0,1,2102,,13955
22,0,1,2105,2500,118
22,0,1,2105,6200,116
22,0,1,2105,,1135
22,0,1,2106,,571
22,0,1,2107,,141
22,0,1,2201,6211,118
22,0,1,2201,,360
22,0,1,2300,2314,118
22,0,1,2300,6402,163
22,0,1,2300,,1389
22,0,1,2304,,560
22,0,1,2305,,32
22,0,1,2306,,294
22,0,1,2309,6402,78
22,0,1,2309,,369
22,0,1,2310,2901,177
22,0,1,2310,,166
22,0,1,2311,,541
22,0,1,2312,,98
22,0,1,2313,4801,38
22,0,1,2313,,468
22,0,1,2314,6002,109
22,0,1,2314,,1482
22,0,1,2399,,137
22,0,1,2400,5601,132
22,0,1,2400,6002,252
22,0,1,2400,,4905
22,0,1,2401,,1514
22,0,1,2402,,494
22,0,1,2403,,84
22,0,1,2404,,1098
22,0,1,2405,,2929
22,0,1,2406,2410,273
22,0,1,2406,2499,117
22,0,1,2406,,3483
22,0,1,2407,2408,614
22,0,1,2407,,3583
22,0,1,2408,2414,415
22,0,1,2408,5007,231
22,0,1,2408,,5251
22,0,1,2409,,23
22,0,1,2410,,424
22,0,1,2411,,134
22,0,1,2412,6203,148
22,0,1,2412,,849
22,0,1,2413,,300
22,0,1,2414,2418,72
22,0,1,2414,5003,57
22,0,1,2414,,10123
22,0,1,2417,,163
22,0,1,2419,,997
22,0,1,2499,2502,181
22,0,1,2499,,916
22,0,1,2500,6200,137
22,0,1,2500,6203,68
22,0,1,2500,,398
22,0,1,2502,2599,71
22,0,1,2502,,233
22,0,1,2503,5504,20
22,0,1,2504,,610
22,0,1,2599,5503,39
22,0,1,2599,6203,76
22,0,1,2599,,455
22,0,1,2601,3301,65
22,0,1,2602,2603,213
22,0,1,2602,3301,91
22,0,1,2602,4001,56
22,0,1,2602,5301,82
22,0,1,2602,6402,241
22,0,1,2602,,240
22,0,1,2603,4001,166
22,0,1,2603,5501,400
22,0,1,2603,5506,77
22,0,1,2603,,287
22,0,1,2901,,455
22,0,1,3201,,194
22,0,1,3202,5503,142
22,0,1,3202,5506,34
22,0,1,3202,,273
22,0,1,3301,5501,88
22,0,1,3301,5505,57
22,0,1,3301,6001,192
22,0,1,3301,,3047
22,0,1,3302,5506,50
22,0,1,3302,6000,63
22,0,1,3302,,347
22,0,1,3401,6002,165
22,0,1,3401,,2737
22,0,1,3402,,120
22,0,1,3600,3699,124
22,0,1,3600,5200,61
22,0,1,3600,5501,79
22,0,1,3600,5504,20
22,0,1,3600,6106,849
22,0,1,3600,,13165
22,0,1,3601,3700,102
22,0,1,3601,,3054
22,0,1,3603,3605,23
22,0,1,3603,3699,84
22,0,1,3603,,563
22,0,1,3604,3699,118
22,0,1,3604,,493
22,0,1,3605,3606,91
22,0,1,3605,3699,165
22,0,1,3605,,79
22,0,1,3606,5003,26
22,0,1,3606,,773
22,0,1,3608,,1149
22,0,1,3609,,177
22,0,1,3611,4801,143
22,0,1,3611,6110,14
22,0,1,3611,,766
22,0,1,3699,,421
22,0,1,3700,3701,3
22,0,1,3700,3702,49
22,0,1,3700,4801,31
22,0,1,3700,5002,276
22,0,1,3700,5007,220
22,0,1,3700,5501,945
22,0,1,3700,,2323
22,0,1,3701,3702,50
22,0,1,3701,,1010
22,0,1,3702,5501,42
22,0,1,3702,,1189
22,0,1,4000,,615
22,0,1,4001,4901,60
22,0,1,4001,5200,104
22,0,1,4001,5402,41
22,0,1,4001,5506,177
22,0,1,4001,,253
22,0,1,4002,,271
22,0,1,4006,,50
22,0,1,4007,5503,211
22,0,1,4007,,179
22,0,1,4101,6099,126
22,0,1,4101,6200,202
22,0,1,4101,6203,601
22,0,1,4101,6206,193
22,0,1,4101,6211,118
22,0,1,4101,,8139
22,0,1,4801,4901,188
22,0,1,4801,5001,27
22,0,1,4801,5506,249
22,0,1,4801,,1271
22,0,1,4901,5200,188
22,0,1,4901,,1553
22,0,1,5000,,156
22,0,1,5001,5007,97
22,0,1,5002,,17
22,0,1,5003,5007,48
22,0,1,5003,5200,159
22,0,1,5003,,1298
22,0,1,5004,5006,84
22,0,1,5004,,308
22,0,1,5005,,411
22,0,1,5006,,104
22,0,1,5007,,2105
22,0,1,5008,,545
22,0,1,5098,5301,26
22,0,1,5098,6200,95
22,0,1,5098,,1429
22,0,1,5102,,209
22,0,1,5200,5301,69
22,0,1,5200,5501,115
22,0,1,5200,5506,132
22,0,1,5200,5507,257
22,0,1,5200,6002,48
22,0,1,5200,6199,112
22,0,1,5200,6200,55
22,0,1,5200,6402,194
22,0,1,5200,,6202
22,0,1,5203,,120
22,0,1,5299,,78
22,0,1,5301,5506,80
22,0,1,5301,5507,178
22,0,1,5301,,10108
22,0,1,5401,,354
22,0,1,5402,5506,69
22,0,1,5402,,454
22,0,1,5404,,339
22,0,1,5500,,290
22,0,1,5501,5504,91
22,0,1,5501,5505,272
22,0,1,5501,5506,1037
22,0,1,5501,5507,89
22,0,1,5501,6200,272
22,0,1,5501,6203,215
22,0,1,5501,6204,72
22,0,1,5501,6206,95
22,0,1,5501,6207,298
22,0,1,5501,6402,252
22,0,1,5501,,5050
22,0,1,5502,5507,92
22,0,1,5502,6006,90
22,0,1,5502,6402,58
22,0,1,5502,,813
22,0,1,5503,5507,394
22,0,1,5503,,1542
22,0,1,5504,5505,94
22,0,1,5504,,884
22,0,1,5505,5506,165
22,0,1,5505,,457
22,0,1,5506,5507,78
22,0,1,5506,6203,125
22,0,1,5506,6207,45
22,0,1,5506,6402,256
22,0,1,5506,,7347
22,0,1,5507,6005,74
22,0,1,5507,6200,91
22,0,1,5507,,3047
22,0,1,5599,6402,51
22,0,1,5599,,106
22,0,1,5601,,744
22,0,1,5701,,711
22,0,1,5901,6203,70
22,0,1,5901,,1321
22,0,1,6000,6003,109
22,0,1,6000,6200,111
22,0,1,6000,,2232
22,0,1,6001,,1623
22,0,1,6002,,2532
22,0,1,6004,6007,48
22,0,1,6004,6099,336
22,0,1,6004,,3956
22,0,1,6005,,1625
22,0,1,6007,,348
22,0,1,6099,,265
22,0,1,6100,,1327
22,0,1,6103,,1030
22,0,1,6105,,210
22,0,1,6106,6203,49
22,0,1,6106,,302
22,0,1,6107,,1391
22,0,1,6108,,573
22,0,1,6109,,671
22,0,1,6110,,527
22,0,1,6200,6201,170
22,0,1,6200,6203,63
22,0,1,6200,6206,356
22,0,1,6200,6207,224
22,0,1,6200,6299,107
22,0,1,6200,,12054
22,0,1,6201,6203,337
22,0,1,6201,6205,126
22,0,1,6201,6207,1020
22,0,1,6201,,9950
22,0,1,6202,,583
22,0,1,6203,6206,391
22,0,1,6203,6207,528
22,0,1,6203,6209,162
22,0,1,6203,6299,179
22,0,1,6203,,10735
22,0,1,6204,6206,254
22,0,1,6204,6207,61
22,0,1,6204,6212,271
22,0,1,6204,,1394
22,0,1,6205,6207,362
22,0,1,6205,,1421
22,0,1,6206,6207,1111
22,0,1,6206,6210,656
22,0,1,6206,6299,237
22,0,1,6206,,5503
22,0,1,6207,6299,246
22,0,1,6207,,10873
22,0,1,6209,,370
22,0,1,6210,,1003
22,0,1,6211,,771
22,0,1,6212,,1141
22,0,1,6299,,431
22,0,1,6402,,4227
22,0,1,6403,,118
22,0,2,1100,,161
22,0,2,1401,,71
22,0,2,1901,,114
22,0,2,1902,,68
22,0,2,2100,,134
22,0,2,2102,2407,56
22,0,2,2102,,351
22,0,2,2107,,252
22,0,2,2201,,281
22,0,2,2300,,184
22,0,2,2312,,103
22,0,2,2399,,96
22,0,2,2400,,186
22,0,2,2401,,263
22,0,2,2404,,94
22,0,2,2405,,199
22,0,2,2406,,464
22,0,2,2407,2408,67
22,0,2,2407,,76
22,0,2,2408,,443
22,0,2,2409,,64
22,0,2,2412,,303
22,0,2,2414,,310
22,0,2,2419,,130
22,0,2,2599,,159
22,0,2,3401,4901,74
22,0,2,3600,,313
22,0,2,3601,,152
22,0,2,3606,,135
22,0,2,3611,,28
22,0,2,3702,,162
22,0,2,4801,,69
22,0,2,5002,,73
22,0,2,5003,,64
22,0,2,5007,,82
22,0,2,5200,,297
22,0,2,5203,,59
22,0,2,5301,,171
22,0,2,5501,,257
22,0,2,5502,,195
22,0,2,5506,,296
22,0,2,6002,,121
22,0,2,6007,,26
22,0,2,6099,,200
22,0,2,6102,,59
22,0,2,6201,,469
22,0,2,6203,,175
