age,female,level,field1,field2,weight
24,1,1,2310,5200,64
24,1,1,2310,,2470
24,1,1,2311,5506,89
24,1,1,2311,6402,287
24,1,1,2311,,987
24,1,1,2312,,1791
24,1,1,2313,2601,101
24,1,1,2313,2602,112
24,1,1,2313,5200,116
24,1,1,2313,,2497
24,1,1,2314,6000,57
24,1,1,2314,6002,144
24,1,1,2314,6003,135
24,1,1,2314,6109,84
24,1,1,2314,,4033
24,1,1,2399,,354
24,1,1,2400,5008,67
24,1,1,2400,6203,165
24,1,1,2400,,2134
24,1,1,2401,2408,59
24,1,1,2401,2409,56
24,1,1,2401,2414,155
24,1,1,2401,,302
24,1,1,2402,,1015
24,1,1,2403,,179
24,1,1,2404,,1717
24,1,1,2405,6207,33
24,1,1,2405,,2507
24,1,1,2406,2410,55
24,1,1,2406,3301,86
24,1,1,2406,,2833
24,1,1,2407,2408,190
24,1,1,2407,,1668
24,1,1,2408,3700,151
24,1,1,2408,,2498
24,1,1,2410,,123
24,1,1,2412,6207,130
24,1,1,2412,,210
24,1,1,2413,,406
24,1,1,2414,5200,91
24,1,1,2414,,3587
24,1,1,2418,,83
24,1,1,2419,,272
24,1,1,2499,2499,81
24,1,1,2499,,750
24,1,1,2500,,491
24,1,1,2501,,240
24,1,1,2502,,218
24,1,1,2599,,375
24,1,1,2601,2603,37
24,1,1,2601,3301,133
24,1,1,2601,4006,49
24,1,1,2601,,1370
24,1,1,2602,2603,25
24,1,1,2602,3301,513
24,1,1,2602,3600,240
24,1,1,2602,3699,74
24,1,1,2602,3700,123
24,1,1,2602,4001,100
24,1,1,2602,4101,78
24,1,1,2602,5003,99
24,1,1,2602,5098,24
24,1,1,2602,5200,276
24,1,1,2602,5501,320
24,1,1,2602,5502,147
24,1,1,2602,5505,574
24,1,1,2602,5506,365
24,1,1,2602,6001,81
24,1,1,2602,6004,50
24,1,1,2602,6005,33
24,1,1,2602,6100,79
24,1,1,2602,6203,119
24,1,1,2602,6204,190
24,1,1,2602,6207,90
24,1,1,2602,6210,170
24,1,1,2602,6402,25
24,1,1,2602,,4158
24,1,1,2603,3700,16
24,1,1,2603,4001,74
24,1,1,2603,5502,286
24,1,1,2603,5505,38
24,1,1,2603,,547
24,1,1,2901,4002,35
24,1,1,2901,4101,154
24,1,1,2901,5200,216
24,1,1,2901,5402,49
24,1,1,2901,5403,64
24,1,1,2901,5404,47
24,1,1,2901,6004,177
24,1,1,2901,6007,133
24,1,1,2901,6100,448
24,1,1,2901,6107,132
24,1,1,2901,6110,346
24,1,1,2901,6199,15
24,1,1,2901,6206,297
24,1,1,2901,,9379
24,1,1,3202,5098,68
24,1,1,3202,5301,447
24,1,1,3202,5402,29
24,1,1,3202,5506,90
24,1,1,3202,5507,174
24,1,1,3202,,1324
24,1,1,3301,3302,495
24,1,1,3301,3600,95
24,1,1,3301,4001,121
24,1,1,3301,4801,55
24,1,1,3301,5200,482
24,1,1,3301,5299,56
24,1,1,3301,5501,71
24,1,1,3301,5506,394
24,1,1,3301,5507,300
24,1,1,3301,6004,34
24,1,1,3301,6102,401
24,1,1,3301,6206,60
24,1,1,3301,6402,51
24,1,1,3301,,15691
24,1,1,3302,,2407
24,1,1,3401,6203,78
24,1,1,3401,,9649
24,1,1,3402,5001,68
24,1,1,3501,,83
24,1,1,3600,3608,124
24,1,1,3600,3700,82
24,1,1,3600,4006,39
24,1,1,3600,4007,70
24,1,1,3600,5003,583
24,1,1,3600,5004,325
24,1,1,3600,5006,159
24,1,1,3600,5007,66
24,1,1,3600,5098,135
24,1,1,3600,5200,320
24,1,1,3600,5301,121
24,1,1,3600,5402,542
24,1,1,3600,5502,90
24,1,1,3600,6003,146
24,1,1,3600,6100,85
24,1,1,3600,6106,309
24,1,1,3600,6107,206
24,1,1,3600,6110,362
24,1,1,3600,6199,48
24,1,1,3600,6200,250
24,1,1,3600,6203,67
24,1,1,3600,6402,37
24,1,1,3600,,26870
24,1,1,3601,3603,233
24,1,1,3601,5003,63
24,1,1,3601,5200,141
24,1,1,3601,6203,77
24,1,1,3601,,2133
24,1,1,3603,3606,169
24,1,1,3603,3611,166
24,1,1,3603,3699,45
24,1,1,3603,6203,82
24,1,1,3603,,1332
24,1,1,3604,3604,49
24,1,1,3604,3699,259
24,1,1,3604,4101,46
24,1,1,3604,,319
24,1,1,3605,,196
24,1,1,3606,5200,104
24,1,1,3606,6107,102
24,1,1,3606,,1054
24,1,1,3607,,94
24,1,1,3608,3611,380
24,1,1,3608,4007,168
24,1,1,3608,4101,186
24,1,1,3608,6003,172
24,1,1,3608,6105,38
24,1,1,3608,,1937
24,1,1,3609,6106,171
24,1,1,3609,,977
24,1,1,3611,4006,235
24,1,1,3611,4801,41
24,1,1,3611,,2376
24,1,1,3699,4006,45
24,1,1,3699,6007,35
24,1,1,3699,,906
24,1,1,3700,3702,60
24,1,1,3700,5003,58
24,1,1,3700,5007,318
24,1,1,3700,5501,84
24,1,1,3700,6001,65
24,1,1,3700,6002,69
24,1,1,3700,6207,139
24,1,1,3700,,2474
24,1,1,3701,3702,92
24,1,1,3701,5501,30
24,1,1,3701,,478
24,1,1,3702,5501,110
24,1,1,3702,5507,74
24,1,1,3702,6207,45
24,1,1,3702,,831
24,1,1,3801,5505,64
24,1,1,4000,,1561
24,1,1,4001,5200,119
24,1,1,4001,5501,63
24,1,1,4001,5502,219
24,1,1,4001,5505,50
24,1,1,4001,5506,28
24,1,1,4001,6002,51
24,1,1,4001,6100,285
24,1,1,4001,6402,143
24,1,1,4001,,2325
24,1,1,4002,4101,106
24,1,1,4002,6107,95
24,1,1,4002,6110,108
24,1,1,4002,6199,87
24,1,1,4002,,1462
24,1,1,4005,,67
24,1,1,4006,6209,149
24,1,1,4006,,369
24,1,1,4007,4901,126
24,1,1,4007,5200,44
24,1,1,4007,5502,199
24,1,1,4007,5507,145
24,1,1,4007,6006,115
24,1,1,4007,,990
24,1,1,4101,5200,115
24,1,1,4101,6100,351
24,1,1,4101,6106,86
24,1,1,4101,6109,73
24,1,1,4101,6110,219
24,1,1,4101,6200,225
24,1,1,4101,6203,29
24,1,1,4101,6207,110
24,1,1,4101,6211,607
24,1,1,4101,,13019
24,1,1,4801,4901,123
24,1,1,4801,5003,37
24,1,1,4801,5200,120
24,1,1,4801,5403,104
24,1,1,4801,5501,102
24,1,1,4801,5505,41
24,1,1,4801,5506,381
24,1,1,4801,6001,134
24,1,1,4801,6201,103
24,1,1,4801,6402,52
24,1,1,4801,,2163
24,1,1,4901,5200,24
24,1,1,4901,5203,35
24,1,1,4901,5404,25
24,1,1,4901,,1589
24,1,1,5001,,293
24,1,1,5002,,226
24,1,1,5003,5301,29
24,1,1,5003,6100,66
24,1,1,5003,6110,48
24,1,1,5003,,4184
24,1,1,5004,5504,60
24,1,1,5004,,1898
24,1,1,5005,,242
24,1,1,5006,,267
24,1,1,5007,,551
24,1,1,5008,,681
24,1,1,5098,5200,122
24,1,1,5098,5507,111
24,1,1,5098,6103,189
24,1,1,5098,,3951
24,1,1,5102,,413
24,1,1,5200,5301,734
24,1,1,5200,5403,300
24,1,1,5200,5404,165
24,1,1,5200,5501,48
24,1,1,5200,5502,104
24,1,1,5200,5503,614
24,1,1,5200,5506,147
24,1,1,5200,5507,832
24,1,1,5200,6001,82
24,1,1,5200,6003,137
24,1,1,5200,6100,352
24,1,1,5200,6102,73
24,1,1,5200,6107,433
24,1,1,5200,6109,290
24,1,1,5200,6110,53
24,1,1,5200,6199,206
24,1,1,5200,6200,57
24,1,1,5200,6402,197
24,1,1,5200,,48023
24,1,1,5201,,199
24,1,1,5202,,114
24,1,1,5203,,493
24,1,1,5205,,585
24,1,1,5206,,42
24,1,1,5299,6007,88
24,1,1,5299,,769
24,1,1,5301,5404,27
24,1,1,5301,5501,55
24,1,1,5301,5502,377
24,1,1,5301,5503,424
24,1,1,5301,5506,1059
24,1,1,5301,5507,187
24,1,1,5301,,11641
24,1,1,5401,,165
24,1,1,5402,5403,83
24,1,1,5402,5501,23
24,1,1,5402,5506,93
24,1,1,5402,5599,105
24,1,1,5402,6103,331
24,1,1,5402,6110,60
24,1,1,5402,,566
24,1,1,5403,6100,120
24,1,1,5403,,864
24,1,1,5404,5506,293
24,1,1,5404,5507,110
24,1,1,5404,,8988
24,1,1,5500,,1909
24,1,1,5501,5505,111
24,1,1,5501,5506,123
24,1,1,5501,6006,154
24,1,1,5501,6110,16
24,1,1,5501,6200,132
24,1,1,5501,6201,207
24,1,1,5501,6203,27
24,1,1,5501,6207,80
24,1,1,5501,6210,166
24,1,1,5501,6299,45
24,1,1,5501,6402,59
24,1,1,5501,,3002
24,1,1,5502,5507,362
24,1,1,5502,6000,344
24,1,1,5502,6003,70
24,1,1,5502,6402,133
24,1,1,5502,,5053
24,1,1,5503,5507,432
24,1,1,5503,,2003
24,1,1,5504,6100,123
24,1,1,5504,,581
24,1,1,5505,5506,51
24,1,1,5505,6007,37
24,1,1,5505,6402,24
24,1,1,5505,,1622
24,1,1,5506,5507,152
24,1,1,5506,6203,178
24,1,1,5506,6210,120
24,1,1,5506,6402,841
24,1,1,5506,,9639
24,1,1,5507,6106,19
24,1,1,5507,6402,198
24,1,1,5507,,9320
24,1,1,5599,,446
24,1,1,5601,,175
24,1,1,5901,,371
24,1,1,6000,6001,32
24,1,1,6000,6003,54
24,1,1,6000,6004,427
24,1,1,6000,6006,142
24,1,1,6000,6203,61
24,1,1,6000,6206,120
24,1,1,6000,,6796
24,1,1,6001,6003,80
24,1,1,6001,6004,196
24,1,1,6001,6007,99
24,1,1,6001,6099,102
24,1,1,6001,,4295
24,1,1,6002,6200,278
24,1,1,6002,6201,137
24,1,1,6002,,4333
24,1,1,6003,6004,118
24,1,1,6003,6007,183
24,1,1,6003,,1915
24,1,1,6004,6005,274
24,1,1,6004,6007,120
24,1,1,6004,6206,502
24,1,1,6004,6299,116
24,1,1,6004,,10175
24,1,1,6005,6006,419
24,1,1,6005,6007,106
24,1,1,6005,6200,91
24,1,1,6005,,2842
24,1,1,6006,6007,121
24,1,1,6006,6099,69
24,1,1,6006,6201,34
24,1,1,6006,6206,54
24,1,1,6006,6207,60
24,1,1,6006,6402,219
24,1,1,6006,,2814
24,1,1,6007,,2438
24,1,1,6099,,266
24,1,1,6100,6105,101
24,1,1,6100,6107,93
24,1,1,6100,6109,161
24,1,1,6100,6110,138
24,1,1,6100,6203,67
24,1,1,6100,6206,145
24,1,1,6100,,6058
24,1,1,6102,,5200
24,1,1,6103,6203,138
24,1,1,6103,,1855
24,1,1,6104,,1315
24,1,1,6105,,2322
24,1,1,6106,6402,51
24,1,1,6106,,657
24,1,1,6107,6203,59
24,1,1,6107,,38368
24,1,1,6108,,1428
24,1,1,6109,6110,41
24,1,1,6109,,5110
24,1,1,6110,,3080
24,1,1,6199,,1036
24,1,1,6200,6201,535
24,1,1,6200,6206,357
24,1,1,6200,6207,83
24,1,1,6200,,14518
24,1,1,6201,6202,68
24,1,1,6201,6203,567
24,1,1,6201,6205,242
24,1,1,6201,6207,700
24,1,1,6201,6299,92
24,1,1,6201,,13641
24,1,1,6203,6204,40
24,1,1,6203,6205,49
24,1,1,6203,6206,1074
24,1,1,6203,6207,437
24,1,1,6203,6209,60
24,1,1,6203,6210,65
24,1,1,6203,6211,133
24,1,1,6203,6299,97
24,1,1,6203,,18048
24,1,1,6204,6206,254
24,1,1,6204,6299,22
24,1,1,6204,,897
24,1,1,6205,,584
24,1,1,6206,6207,453
24,1,1,6206,6209,193
24,1,1,6206,6210,158
24,1,1,6206,6211,93
24,1,1,6206,6212,46
24,1,1,6206,,14102
24,1,1,6207,6209,207
24,1,1,6207,6210,57
24,1,1,6207,6299,94
24,1,1,6207,,4617
24,1,1,6209,6299,106
24,1,1,6209,,2024
24,1,1,6210,,1220
24,1,1,6211,,4739
24,1,1,6212,6299,90
24,1,1,6212,,1303
24,1,1,6299,,611
24,1,1,6402,,4871
24,1,1,6403,,40
24,1,2,1103,2500,382
24,1,2,1103,,371
24,1,2,1301,1303,179
24,1,2,1301,5402,85
24,1,2,1301,,807
24,1,2,1401,,949
24,1,2,1501,,85
24,1,2,1901,2310,82
24,1,2,1901,5200,166
24,1,2,1901,5506,45
24,1,2,1901,6005,138
24,1,2,1901,6203,77
24,1,2,1901,6206,56
24,1,2,1901,,1497
24,1,2,1902,2107,103
24,1,2,1902,,395
24,1,2,1903,2001,87
24,1,2,1903,5506,91
24,1,2,1903,,65
24,1,2,1904,5200,14
24,1,2,1904,,338
24,1,2,2001,,65
24,1,2,2100,,283
24,1,2,2102,,571
24,1,2,2107,,167
24,1,2,2300,2304,34
24,1,2,2300,5003,216
24,1,2,2300,,4708
24,1,2,2301,,147
24,1,2,2304,2310,219
24,1,2,2304,5200,66
24,1,2,2304,,3118
24,1,2,2305,,446
24,1,2,2307,2310,138
24,1,2,2307,,1143
24,1,2,2309,5506,118
24,1,2,2310,2313,87
24,1,2,2310,5200,78
24,1,2,2310,,1282
24,1,2,2312,,170
24,1,2,2313,,813
24,1,2,2314,6002,135
24,1,2,2314,,414
24,1,2,2399,,156
24,1,2,2400,5301,42
24,1,2,2400,,972
24,1,2,2401,2414,114
24,1,2,2401,,66
24,1,2,2402,,21
24,1,2,2405,6004,83
24,1,2,2405,,159
24,1,2,2406,,286
24,1,2,2407,2408,166
24,1,2,2407,,299
24,1,2,2408,,860
24,1,2,2410,,106
24,1,2,2412,2501,131
24,1,2,2412,,319
24,1,2,2413,,19
24,1,2,2414,,418
24,1,2,2417,,192
24,1,2,2501,,60
24,1,2,2602,3501,66
24,1,2,2602,3600,71
24,1,2,2602,5200,135
24,1,2,2602,5505,120
24,1,2,2602,,147
24,1,2,2603,3301,101
24,1,2,2603,3702,63
24,1,2,2603,6200,331
24,1,2,2603,,265
24,1,2,2901,5200,211
24,1,2,2901,6106,102
24,1,2,2901,6203,52
24,1,2,2901,,657
24,1,2,3202,6203,73
24,1,2,3202,,89
24,1,2,3301,3608,53
24,1,2,3301,5506,61
24,1,2,3301,,1766
24,1,2,3302,,127
24,1,2,3401,,76
24,1,2,3402,,55
24,1,2,3600,4801,123
24,1,2,3600,5301,98
24,1,2,3600,6106,89
24,1,2,3600,6200,166
24,1,2,3600,,3138
24,1,2,3601,,190
24,1,2,3603,6402,48
24,1,2,3603,,138
24,1,2,3604,3699,162
24,1,2,3604,,171
24,1,2,3605,3606,99
24,1,2,3606,,18
24,1,2,3608,4101,101
24,1,2,3608,6100,105
24,1,2,3608,,618
24,1,2,3611,4007,76
24,1,2,3611,4801,159
24,1,2,3611,,612
24,1,2,3699,,261
24,1,2,3700,5003,45
24,1,2,3700,5007,126
24,1,2,3700,6002,101
24,1,2,3700,,911
24,1,2,3702,5501,82
24,1,2,3702,,385
24,1,2,4000,,163
24,1,2,4001,4801,80
24,1,2,4001,5501,193
24,1,2,4001,,346
24,1,2,4002,6110,214
24,1,2,4002,6199,86
24,1,2,4002,,425
24,1,2,4101,6207,83
24,1,2,4101,,1090
24,1,2,4801,,859
24,1,2,4901,,433
24,1,2,5003,,976
24,1,2,5004,,100
24,1,2,5007,,374
24,1,2,5008,,77
24,1,2,5098,6106,52
24,1,2,5098,6201,34
24,1,2,5098,,515
24,1,2,5200,5501,68
24,1,2,5200,5503,57
24,1,2,5200,5507,37
24,1,2,5200,6110,164
24,1,2,5200,,6971
24,1,2,5201,,41
24,1,2,5202,,250
24,1,2,5203,,735
24,1,2,5205,,295
24,1,2,5301,5502,220
24,1,2,5301,5503,231
24,1,2,5301,5507,247
24,1,2,5301,,1039
24,1,2,5402,6100,103
24,1,2,5402,,82
24,1,2,5403,,55
24,1,2,5404,,2052
24,1,2,5500,,70
24,1,2,5501,5506,82
24,1,2,5501,5507,52
24,1,2,5501,6210,46
24,1,2,5501,,730
24,1,2,5502,6106,135
24,1,2,5502,6402,47
24,1,2,5502,,364
24,1,2,5505,,412
24,1,2,5506,6402,329
24,1,2,5506,,522
24,1,2,5507,,1089
24,1,2,5599,,117
24,1,2,5601,,67
24,1,2,6000,,126
24,1,2,6001,,337
24,1,2,6002,,747
24,1,2,6004,,46
24,1,2,6005,,94
24,1,2,6006,6402,39
24,1,2,6006,,256
24,1,2,6100,,1027
24,1,2,6102,,3805
24,1,2,6103,,271
24,1,2,6104,,298
24,1,2,6105,,368
24,1,2,6106,,49
24,1,2,6107,,672
24,1,2,6108,,87
24,1,2,6109,,1110
24,1,2,6110,,299
24,1,2,6199,,248
24,1,2,6200,6201,133
24,1,2,6200,,755
24,1,2,6201,6207,530
24,1,2,6201,6299,83
24,1,2,6201,,4637
24,1,2,6202,,37
24,1,2,6203,,1593
24,1,2,6204,,152
24,1,2,6205,,30
24,1,2,6206,6210,56
24,1,2,6206,,1388
24,1,2,6207,6209,132
24,1,2,6207,,270
24,1,2,6209,,195
24,1,2,6210,,175
24,1,2,6211,,495
24,1,2,6212,,120
24,1,2,6402,,1157
24,1,3,1401,6402,60
24,1,3,2300,,21
24,1,3,2402,,64
24,1,3,2901,,123
24,1,3,3600,,100
24,1,3,3611,,34
24,1,3,3702,,74
24,1,3,4002,6100,164
24,1,3,4002,,275
24,1,3,4101,,1297
24,1,3,5200,,644
24,1,3,5202,,74
24,1,3,5404,,180
24,1,3,5506,,94
24,1,3,6100,,109
24,1,3,6102,,65
24,1,3,6108,,309
24,1,3,6109,,411
25,0,0,,,1766558
25,0,1,1100,1105,45
25,0,1,1100,6206,23
25,0,1,1100,,823
25,0,1,1101,,1586
25,0,1,1102,,203
25,0,1,1103,1105,741
25,0,1,1103,,1230
25,0,1,1104,3600,127
25,0,1,1104,,239
25,0,1,1105,1106,232
25,0,1,1105,1401,116
25,0,1,1105,,436
25,0,1,1106,5005,143
25,0,1,1199,,83
25,0,1,1301,3301,91
25,0,1,1301,3600,314
25,0,1,1301,3604,95
25,0,1,1301,3609,90
25,0,1,1301,5004,50
25,0,1,1301,5402,79
25,0,1,1301,6201,65
25,0,1,1301,,4770
25,0,1,1302,1303,117
25,0,1,1302,,398
25,0,1,1303,2500,128
25,0,1,1303,2599,50
25,0,1,1303,4101,50
25,0,1,1303,6402,145
25,0,1,1303,,698
25,0,1,1401,5601,141
25,0,1,1401,6000,85
25,0,1,1401,,3935
25,0,1,1501,2105,78
25,0,1,1501,3202,53
25,0,1,1501,3600,117
25,0,1,1501,5301,17
25,0,1,1501,5502,100
25,0,1,1501,5506,454
25,0,1,1501,6402,99
25,0,1,1501,,1088
25,0,1,1901,1902,218
25,0,1,1901,1903,1072
25,0,1,1901,1904,247
25,0,1,1901,2001,207
25,0,1,1901,2100,109
25,0,1,1901,2102,85
25,0,1,1901,2314,79
25,0,1,1901,2602,188
25,0,1,1901,2901,216
25,0,1,1901,3301,172
25,0,1,1901,5205,89
25,0,1,1901,5502,55
25,0,1,1901,5507,136
25,0,1,1901,6000,166
25,0,1,1901,6001,83
25,0,1,1901,6002,116
25,0,1,1901,6003,67
25,0,1,1901,6005,83
25,0,1,1901,6200,152
25,0,1,1901,6206,66
25,0,1,1901,,9515
25,0,1,1902,1903,428
25,0,1,1902,1904,187
25,0,1,1902,3301,100
25,0,1,1902,4101,145
25,0,1,1902,5506,127
25,0,1,1902,6206,36
25,0,1,1902,,2112
25,0,1,1903,1904,235
25,0,1,1903,2001,195
25,0,1,1903,2105,496
25,0,1,1903,2107,125
25,0,1,1903,5506,62
25,0,1,1903,6003,42
25,0,1,1903,6004,44
25,0,1,1903,6005,197
25,0,1,1903,6099,254
25,0,1,1903,6402,90
25,0,1,1903,,3483
25,0,1,1904,6004,71
25,0,1,1904,6200,65
25,0,1,1904,6206,123
25,0,1,1904,6210,173
25,0,1,1904,,1300
25,0,1,2001,6002,110
25,0,1,2001,6004,34
25,0,1,2001,,2087
25,0,1,2100,2102,114
25,0,1,2100,2106,78
25,0,1,2100,2107,88
25,0,1,2100,6201,109
25,0,1,2100,6203,236
25,0,1,2100,6206,29
25,0,1,2100,6207,52
25,0,1,2100,6212,165
25,0,1,2100,,5256
25,0,1,2101,,1140
25,0,1,2102,2106,265
25,0,1,2102,2400,130
25,0,1,2102,2407,140
25,0,1,2102,2408,336
25,0,1,2102,2599,39
25,0,1,2102,3603,64
25,0,1,2102,3700,1137
25,0,1,2102,4006,136
25,0,1,2102,5200,125
25,0,1,2102,6000,198
25,0,1,2102,6002,70
25,0,1,2102,6004,150
25,0,1,2102,6007,91
25,0,1,2102,6200,621
25,0,1,2102,6402,313
25,0,1,2102,,22435
25,0,1,2105,2500,66
25,0,1,2105,6100,38
25,0,1,2105,,1836
25,0,1,2106,6000,99
25,0,1,2106,6402,103
25,0,1,2106,,1624
25,0,1,2107,,674
25,0,1,2201,,376
25,0,1,2300,2311,126
25,0,1,2300,5506,96
25,0,1,2300,5507,131
25,0,1,2300,6100,112
25,0,1,2300,,6241
25,0,1,2301,,362
25,0,1,2304,2310,91
25,0,1,2304,5200,50
25,0,1,2304,,1640
25,0,1,2305,,887
25,0,1,2306,,1439
25,0,1,2308,3600,128
25,0,1,2308,,415
25,0,1,2309,,1088
25,0,1,2310,2311,66
25,0,1,2310,,345
25,0,1,2311,2313,140
25,0,1,2311,4901,25
25,0,1,2311,,774
25,0,1,2312,,201
25,0,1,2313,,454
25,0,1,2314,6002,376
25,0,1,2314,6109,69
25,0,1,2314,6402,68
25,0,1,2314,,1509
25,0,1,2399,,1384
25,0,1,2400,5301,90
25,0,1,2400,5701,230
25,0,1,2400,6002,41
25,0,1,2400,6200,41
25,0,1,2400,6203,354
25,0,1,2400,6207,236
25,0,1,2400,,7614
25,0,1,2401,2414,258
25,0,1,2401,,1747
25,0,1,2402,2603,54
25,0,1,2402,,943
25,0,1,2403,,634
25,0,1,2404,2407,47
25,0,1,2404,,2096
25,0,1,2405,2413,226
25,0,1,2405,2499,123
25,0,1,2405,3700,52
25,0,1,2405,6200,52
25,0,1,2405,,4189
25,0,1,2406,2410,104
25,0,1,2406,,6372
25,0,1,2407,2408,1174
25,0,1,2407,3700,74
25,0,1,2407,5501,149
25,0,1,2407,5506,123
25,0,1,2407,6203,20
25,0,1,2407,,6672
25,0,1,2408,,10961
25,0,1,2409,,446
25,0,1,2410,,450
25,0,1,2411,,103
25,0,1,2412,2414,165
25,0,1,2412,,1203
25,0,1,2413,2414,204
25,0,1,2413,,521
25,0,1,2414,2418,38
25,0,1,2414,3701,145
25,0,1,2414,,18633
25,0,1,2416,,113
25,0,1,2417,2499,92
25,0,1,2417,,79
25,0,1,2418,,306
25,0,1,2419,,590
25,0,1,2499,2501,181
25,0,1,2499,5601,75
25,0,1,2499,,2505
25,0,1,2500,5098,181
25,0,1,2500,6000,73
25,0,1,2500,6004,124
25,0,1,2500,6200,209
25,0,1,2500,6203,99
25,0,1,2500,,617
25,0,1,2501,2504,180
25,0,1,2501,,329
25,0,1,2502,2599,133
25,0,1,2502,,713
25,0,1,2503,4101,50
25,0,1,2503,,560
25,0,1,2504,,816
25,0,1,2599,,1233
25,0,1,2601,3301,89
25,0,1,2601,3700,78
25,0,1,2601,,892
25,0,1,2602,3301,181
25,0,1,2602,3302,117
25,0,1,2602,3600,650
25,0,1,2602,4101,70
25,0,1,2602,5200,42
25,0,1,2602,5301,76
25,0,1,2602,5501,63
25,0,1,2602,5506,257
25,0,1,2602,6106,114
25,0,1,2602,6203,102
25,0,1,2602,6207,98
25,0,1,2602,6210,130
25,0,1,2602,6402,235
25,0,1,2602,,1692
25,0,1,2603,3600,62
25,0,1,2603,5501,90
25,0,1,2603,5505,43
25,0,1,2603,5506,208
25,0,1,2603,6402,248
25,0,1,2603,,212
25,0,1,2901,4901,47
25,0,1,2901,5403,78
25,0,1,2901,6110,108
25,0,1,3202,4801,87
25,0,1,3202,5003,42
25,0,1,3202,,750
25,0,1,3301,3302,316
25,0,1,3301,3600,75
25,0,1,3301,3700,80
25,0,1,3301,4001,86
25,0,1,3301,4801,649
25,0,1,3301,5506,506
25,0,1,3301,6200,210
25,0,1,3301,6402,190
25,0,1,3301,,6603
25,0,1,3302,4801,202
25,0,1,3302,5501,102
25,0,1,3302,6000,173
25,0,1,3302,,1094
25,0,1,3401,6299,46
25,0,1,3401,,4658
25,0,1,3402,4901,104
25,0,1,3402,,232
25,0,1,3600,3601,97
25,0,1,3600,4101,80
25,0,1,3600,5003,182
25,0,1,3600,5004,317
25,0,1,3600,5200,198
25,0,1,3600,6109,49
25,0,1,3600,6402,66
25,0,1,3600,,22969
25,0,1,3601,3603,518
25,0,1,3601,3605,88
25,0,1,3601,5003,225
25,0,1,3601,5501,111
25,0,1,3601,,2996
25,0,1,3603,3604,103
25,0,1,3603,3605,106
25,0,1,3603,3606,105
25,0,1,3603,3611,118
25,0,1,3603,3699,55
25,0,1,3603,,1487
25,0,1,3604,3699,1142
25,0,1,3604,,1032
25,0,1,3605,,345
25,0,1,3606,6105,94
25,0,1,3606,6106,74
25,0,1,3606,6110,79
25,0,1,3606,,720
25,0,1,3608,3611,74
25,0,1,3608,4002,149
25,0,1,3608,,3008
25,0,1,3609,,184
25,0,1,3611,4006,36
25,0,1,3611,4007,225
25,0,1,3611,,777
25,0,1,3699,,855
25,0,1,3700,3702,160
25,0,1,3700,4005,100
25,0,1,3700,4801,113
25,0,1,3700,5003,191
25,0,1,3700,5007,958
25,0,1,3700,5501,805
25,0,1,3700,6207,49
25,0,1,3700,,5210
25,0,1,3701,5007,44
25,0,1,3701,,62
25,0,1,3702,,1646
25,0,1,3801,6402,54
25,0,1,3801,,91
25,0,1,4000,,796
25,0,1,4001,4901,99
25,0,1,4001,5506,72
25,0,1,4001,6205,112
25,0,1,4001,6402,53
25,0,1,4001,,1496
25,0,1,4002,4101,123
25,0,1,4002,6100,110
25,0,1,4002,,874
25,0,1,4005,,113
25,0,1,4006,4007,350
25,0,1,4006,,86
25,0,1,4007,5503,163
25,0,1,4007,6402,24
25,0,1,4007,,1383
25,0,1,4101,5200,191
25,0,1,4101,5507,99
25,0,1,4101,6100,82
25,0,1,4101,6106,69
25,0,1,4101,6109,62
25,0,1,4101,6200,359
25,0,1,4101,6203,45
25,0,1,4101,6206,579
25,0,1,4101,6211,693
25,0,1,4101,,21278
25,0,1,4801,4901,273
25,0,1,4801,5501,243
25,0,1,4801,5506,207
25,0,1,4801,6002,40
25,0,1,4801,6006,111
25,0,1,4801,6299,57
25,0,1,4801,6402,191
25,0,1,4801,,3980
25,0,1,4901,5200,35
25,0,1,4901,6001,49
25,0,1,4901,,1816
25,0,1,5000,,285
25,0,1,5001,5007,35
25,0,1,5001,,198
25,0,1,5002,,514
25,0,1,5003,5200,84
25,0,1,5003,6000,110
25,0,1,5003,,4908
25,0,1,5004,6207,52
25,0,1,5004,,2002
25,0,1,5006,,207
25,0,1,5007,5008,136
25,0,1,5007,5098,27
25,0,1,5007,,3491
25,0,1,5008,,683
25,0,1,5098,5507,54
25,0,1,5098,5601,113
25,0,1,5098,6002,77
25,0,1,5098,6203,280
25,0,1,5098,,3551
25,0,1,5102,,38
25,0,1,5200,5301,820
25,0,1,5200,5403,399
25,0,1,5200,5501,57
25,0,1,5200,5507,137
25,0,1,5200,6106,82
25,0,1,5200,6107,85
25,0,1,5200,6200,329
25,0,1,5200,6203,151
25,0,1,5200,6206,43
25,0,1,5200,6402,105
25,0,1,5200,,19351
25,0,1,5205,,86
25,0,1,5206,,70
25,0,1,5301,5503,1050
25,0,1,5301,5505,86
25,0,1,5301,5506,195
25,0,1,5301,5507,894
25,0,1,5301,6110,161
25,0,1,5301,6203,233
25,0,1,5301,6402,69
25,0,1,5301,,18460
25,0,1,5401,5402,81
25,0,1,5401,,507
25,0,1,5402,6207,76
25,0,1,5402,,66
25,0,1,5403,5501,306
25,0,1,5403,6000,26
25,0,1,5403,6109,319
25,0,1,5404,,720
25,0,1,5500,,588
25,0,1,5501,5504,80
